Timestamp,Symbol,LTP,Change,Change%
2025-11-12T09:25:48.126050,RELIANCE,1507.5,0.0,0.0
2025-11-12T09:25:48.127312,TCS,3090.1,0.0,0.0
2025-11-12T09:25:48.127899,HDFCBANK,994.7,0.0,0.0
2025-11-12T09:25:48.128922,INFY,1548.3,0.0,0.0
2025-11-12T09:25:48.129539,ICICIBANK,1362.9,0.0,0.0
2025-11-12T09:25:48.131404,HINDUNILVR,2423.9,0.0,0.0
2025-11-12T09:25:48.133033,ITC,406.8,0.0,0.0
2025-11-12T09:25:48.134158,SBIN,958.05,0.0,0.0
2025-11-12T09:25:48.134800,BHARTIARTL,2064.4,0.0,0.0
2025-11-12T09:25:48.135309,KOTAKBANK,2094.4,0.0,0.0
2025-11-12T09:25:48.135871,AXISBANK,1231.3,0.0,0.0
2025-11-12T09:25:48.136414,HCLTECH,1583.8,0.0,0.0
2025-11-12T09:25:48.136885,MARUTI,15648.0,0.0,0.0
2025-11-12T09:25:48.137706,BAJFINANCE,1013.8,0.0,0.0
2025-11-12T09:25:48.138555,M&M,3768.5,0.0,0.0
2025-11-12T09:25:48.139129,SUNPHARMA,1720.6,0.0,0.0
2025-11-12T09:25:48.140044,TITAN,3825.9,0.0,0.0
2025-11-12T09:25:48.141127,ULTRACEMCO,11909.0,0.0,0.0
2025-11-12T09:25:48.142098,NESTLEIND,1265.0,0.0,0.0
2025-11-12T09:25:48.143455,TATASTEEL,181.3,0.0,0.0
2025-11-12T09:25:48.144461,BAJAJFINSV,2017.3,0.0,0.0
2025-11-12T09:25:48.145072,POWERGRID,21.22,0.0,0.0
2025-11-12T09:25:48.145682,NTPC,327.9,0.0,0.0
2025-11-12T09:25:48.146264,TECHM,1424.6,0.0,0.0
2025-11-12T09:25:48.146704,WIPRO,244.0,0.0,0.0
2025-11-12T09:25:48.147253,ONGC,254.95,0.0,0.0
2025-11-12T09:25:48.147798,COALINDIA,385.0,0.0,0.0
2025-11-12T09:25:48.148613,TATAMOTORS,409.2,0.0,0.0
2025-11-12T09:25:48.149158,ADANIPORTS,1481.8,0.0,0.0
2025-11-12T09:25:48.149895,JSWSTEEL,1187.6,0.0,0.0
2025-11-12T09:25:48.151101,GRASIM,2778.2,0.0,0.0
2025-11-12T09:25:48.151725,HINDALCO,799.7,0.0,0.0
2025-11-12T09:25:48.152664,BRITANNIA,5943.0,0.0,0.0
2025-11-12T09:25:48.153623,CIPLA,136.02,0.0,0.0
2025-11-12T09:25:48.155930,EICHERMOT,6882.5,0.0,0.0
2025-11-12T09:25:48.156674,HEROMOTOCO,5460.0,0.0,0.0
2025-11-12T09:25:48.157430,SHREECEM,27110.0,0.0,0.0
2025-11-12T09:25:48.161842,BAJAJ-AUTO,8871.0,0.0,0.0
2025-11-12T09:25:48.162448,DRREDDY,1217.0,0.0,0.0
2025-11-12T09:25:48.163205,DIVISLAB,6535.0,0.0,0.0
2025-11-12T09:25:48.163868,INDUSINDBK,837.55,0.0,0.0
2025-11-12T09:25:48.164837,ADANIENT,2373.8,0.0,0.0
2025-11-12T09:25:48.165460,TATACONSUM,1160.6,0.0,0.0
2025-11-12T09:25:48.166022,APOLLOHOSP,7493.5,0.0,0.0
2025-11-12T09:25:48.166637,BPCL,375.15,0.0,0.0
2025-11-12T09:25:48.167306,SBILIFE,1995.3,0.0,0.0
2025-11-12T09:25:48.167929,UPL,763.2,0.0,0.0
2025-11-12T09:25:48.169185,TECHM,1424.6,0.0,0.0
2025-11-12T09:25:48.170118,SBIN,958.05,0.0,0.0
2025-11-12T09:25:48.178793,INDUSINDBK,837.2,-0.34999999999990905,-0.04178854993730632
2025-11-12T09:25:48.202879,ADANIENT,2374.4,0.599999999999909,0.02527592889038289
2025-11-12T09:25:48.207024,BPCL,375.15,0.0,0.0
2025-11-12T09:25:48.248589,UPL,762.75,-0.4500000000000455,-0.058962264150949344
2025-11-12T09:25:48.280640,DIVISLAB,6534.5,-0.5,-0.007651109410864575
2025-11-12T09:25:48.311788,APOLLOHOSP,7490.0,-3.5,-0.046707146193367584
2025-11-12T09:25:48.390460,BRITANNIA,5940.0,-3.0,-0.05047955577990913
2025-11-12T09:25:48.602055,NTPC,327.9,0.0,0.0
2025-11-12T09:25:48.682326,ITC,406.8,0.0,0.0
2025-11-12T09:25:48.711416,AXISBANK,1230.8,-0.5,-0.04060748802079103
2025-11-12T09:25:48.955783,M&M,3768.3,-0.1999999999998181,-0.005307151386488473
2025-11-12T09:25:48.977374,INFY,1548.1,-0.20000000000004547,-0.012917393270041043
2025-11-12T09:25:48.995035,KOTAKBANK,2094.4,0.0,0.0
2025-11-12T09:25:49.048510,TECHM,1424.9,0.3000000000001819,0.021058542748854547
2025-11-12T09:25:49.077523,INDUSINDBK,837.3,0.09999999999990905,0.011944577161957601
2025-11-12T09:25:49.119168,BAJAJFINSV,2017.3,0.0,0.0
2025-11-12T09:25:49.181308,HEROMOTOCO,5459.0,-1.0,-0.018315018315018316
2025-11-12T09:25:49.357827,SUNPHARMA,1720.5,-0.09999999999990905,-0.005811926072295075
2025-11-12T09:25:49.458092,NTPC,327.7,-0.19999999999998863,-0.06099420555046925
2025-11-12T09:25:49.592169,AXISBANK,1230.9,0.10000000000013642,0.008124796880089083
2025-11-12T09:25:49.931593,M&M,3768.3,0.0,0.0
2025-11-12T09:25:49.935597,INFY,1547.8,-0.2999999999999545,-0.019378593114136977
2025-11-12T09:25:49.985399,TCS,3090.8,0.7000000000002728,0.022652988576430305
2025-11-12T09:25:50.001826,INDUSINDBK,837.35,0.05000000000006821,0.0059715753015727
2025-11-12T09:25:50.019365,ADANIENT,2374.8,0.40000000000009095,0.01684636118598766
2025-11-12T09:25:50.020055,BAJFINANCE,1013.7,-0.09999999999990905,-0.009863878477008193
2025-11-12T09:25:50.074935,APOLLOHOSP,7487.5,-2.5,-0.03337783711615487
2025-11-12T09:25:50.251654,SUNPHARMA,1720.5,0.0,0.0
2025-11-12T09:25:50.271716,BAJAJ-AUTO,8873.5,2.5,0.02818171570285199
2025-11-12T09:25:50.354307,NTPC,327.75,0.05000000000001137,0.015257857796768803
2025-11-12T09:25:50.380313,ITC,406.85,0.05000000000001137,0.012291052114063759
2025-11-12T09:25:50.475988,AXISBANK,1231.0,0.09999999999990905,0.008124136810456498
2025-11-12T09:25:50.787837,M&M,3768.3,0.0,0.0
2025-11-12T09:25:50.833469,INFY,1547.6,-0.20000000000004547,-0.012921566093813508
2025-11-12T09:25:50.852162,TECHM,1424.3,-0.6000000000001364,-0.04210821812057944
2025-11-12T09:25:50.874684,TATAMOTORS,409.15,-0.05000000000001137,-0.012218963831869836
2025-11-12T09:25:50.877806,INDUSINDBK,837.6,0.25,0.02985609362870962
2025-11-12T09:25:50.912731,BAJAJFINSV,2017.3,0.0,0.0
2025-11-12T09:25:50.930567,BAJFINANCE,1013.7,0.0,0.0
2025-11-12T09:25:50.951049,UPL,763.15,0.39999999999997726,0.05244182235332379
2025-11-12T09:25:50.990221,DIVISLAB,6534.5,0.0,0.0
2025-11-12T09:25:51.156832,SUNPHARMA,1720.5,0.0,0.0
2025-11-12T09:25:51.269131,NTPC,327.9,0.14999999999997726,0.045766590389009085
2025-11-12T09:25:51.393144,AXISBANK,1231.1,0.09999999999990905,0.008123476848083594
2025-11-12T09:25:51.660267,M&M,3771.7,3.399999999999636,0.09022636201999937
2025-11-12T09:25:51.696413,ONGC,254.9,-0.04999999999998295,-0.01961168856637888
2025-11-12T09:25:51.710879,HINDALCO,799.55,-0.15000000000009095,-0.018757033887719262
2025-11-12T09:25:51.746929,TCS,3089.8,-1.0,-0.03235408308528536
2025-11-12T09:25:51.752095,SHREECEM,27105.0,-5.0,-0.018443378827001106
2025-11-12T09:25:51.763112,INDUSINDBK,837.8,0.1999999999999318,0.023877745940775047
2025-11-12T09:25:51.804508,ADANIENT,2375.0,0.1999999999998181,0.008421761832567714
2025-11-12T09:25:51.814328,BAJFINANCE,1013.7,0.0,0.0
2025-11-12T09:25:51.850734,UPL,763.3,0.14999999999997726,0.019655375745263354
2025-11-12T09:25:52.081199,DIVISLAB,6535.0,0.5,0.007651694850409365
2025-11-12T09:25:52.081761,HEROMOTOCO,5459.0,0.0,0.0
2025-11-12T09:25:52.188899,NTPC,327.9,0.0,0.0
2025-11-12T09:25:52.302840,AXISBANK,1231.1,0.0,0.0
2025-11-12T09:25:52.607093,M&M,3771.8,0.1000000000003638,0.0026513243365157303
2025-11-12T09:25:52.611104,MARUTI,15645.0,-3.0,-0.019171779141104295
2025-11-12T09:25:52.611689,INFY,1547.4,-0.1999999999998181,-0.012923235978277211
2025-11-12T09:25:52.663048,TCS,3089.9,0.09999999999990905,0.00323645543400573
2025-11-12T09:25:52.678854,INDUSINDBK,837.55,-0.25,-0.029840057292910005
2025-11-12T09:25:52.699837,ADANIENT,2374.4,-0.599999999999909,-0.025263157894733015
2025-11-12T09:25:52.753593,UPL,763.3,0.0,0.0
2025-11-12T09:25:52.786644,APOLLOHOSP,7490.5,3.0,0.04006677796327212
2025-11-12T09:25:52.957397,SUNPHARMA,1720.5,0.0,0.0
2025-11-12T09:25:53.055097,NTPC,327.95,0.05000000000001137,0.015248551387621646
2025-11-12T09:25:53.229402,AXISBANK,1230.9,-0.1999999999998181,-0.016245633985851524
2025-11-12T09:25:53.291755,GRASIM,2777.6,-0.599999999999909,-0.021596717298967283
