Timestamp,Symbol,LTP,Change,Change%
2025-11-12T09:32:38.747021,RELIANCE,1504.4,0.0,0.0
2025-11-12T09:32:38.747479,TCS,3086.6,0.0,0.0
2025-11-12T09:32:38.752338,HDFCBANK,993.85,0.0,0.0
2025-11-12T09:32:38.752710,INFY,1545.8,0.0,0.0
2025-11-12T09:32:38.753554,ICICIBANK,1359.4,0.0,0.0
2025-11-12T09:32:38.754449,HINDUNILVR,2418.2,0.0,0.0
2025-11-12T09:32:38.755149,ITC,406.35,0.0,0.0
2025-11-12T09:32:38.755543,SBIN,959.55,0.0,0.0
2025-11-12T09:32:38.756157,BHARTIARTL,2068.9,0.0,0.0
2025-11-12T09:32:38.756749,KOTAKBANK,2091.5,0.0,0.0
2025-11-12T09:32:38.757925,AXISBANK,1230.7,0.0,0.0
2025-11-12T09:32:38.758710,HCLTECH,1580.0,0.0,0.0
2025-11-12T09:32:38.759128,MARUTI,15600.0,0.0,0.0
2025-11-12T09:32:38.759586,BAJFINANCE,1013.5,0.0,0.0
2025-11-12T09:32:38.759920,M&M,3775.1,0.0,0.0
2025-11-12T09:32:38.760325,SUNPHARMA,1712.2,0.0,0.0
2025-11-12T09:32:38.760698,TITAN,3815.1,0.0,0.0
2025-11-12T09:32:38.761052,ULTRACEMCO,11867.0,0.0,0.0
2025-11-12T09:32:38.761451,NESTLEIND,1262.9,0.0,0.0
2025-11-12T09:32:38.761944,TATASTEEL,181.27,0.0,0.0
2025-11-12T09:32:38.770510,BAJAJFINSV,2003.0,0.0,0.0
2025-11-12T09:32:38.772319,POWERGRID,21.22,0.0,0.0
2025-11-12T09:32:38.773126,NTPC,327.6,0.0,0.0
2025-11-12T09:32:38.775193,TECHM,1425.3,0.0,0.0
2025-11-12T09:32:38.775905,WIPRO,244.02,0.0,0.0
2025-11-12T09:32:38.776537,ONGC,255.05,0.0,0.0
2025-11-12T09:32:38.777216,COALINDIA,385.35,0.0,0.0
2025-11-12T09:32:38.777647,TATAMOTORS,409.35,0.0,0.0
2025-11-12T09:32:38.778068,ADANIPORTS,1480.0,0.0,0.0
2025-11-12T09:32:38.778780,JSWSTEEL,1187.7,0.0,0.0
2025-11-12T09:32:38.779534,GRASIM,2778.5,0.0,0.0
2025-11-12T09:32:38.780302,HINDALCO,796.8,0.0,0.0
2025-11-12T09:32:38.780934,BRITANNIA,5936.5,0.0,0.0
2025-11-12T09:32:38.781440,CIPLA,136.49,0.0,0.0
2025-11-12T09:32:38.781857,EICHERMOT,6858.0,0.0,0.0
2025-11-12T09:32:38.782251,HEROMOTOCO,5467.0,0.0,0.0
2025-11-12T09:32:38.782724,SHREECEM,27010.0,0.0,0.0
2025-11-12T09:32:38.783138,BAJAJ-AUTO,8857.0,0.0,0.0
2025-11-12T09:32:38.784383,DRREDDY,1219.3,0.0,0.0
2025-11-12T09:32:38.784890,DIVISLAB,6522.0,0.0,0.0
2025-11-12T09:32:38.785317,INDUSINDBK,846.85,0.0,0.0
2025-11-12T09:32:38.786043,ADANIENT,2373.0,0.0,0.0
2025-11-12T09:32:38.787024,TATACONSUM,1157.0,0.0,0.0
2025-11-12T09:32:38.787693,APOLLOHOSP,7472.0,0.0,0.0
2025-11-12T09:32:38.788245,BPCL,377.5,0.0,0.0
